Postcode,Lat,Lon,State,Suburb
1186,-33.8678,151.2073,NSW,Sydney
1187,-33.8678,151.2073,NSW,Sydney
1188,-33.8678,151.2073,NSW,Sydney
1189,-33.8678,151.2073,NSW,Sydney
1190,-33.8678,151.2073,NSW,Sydney
1191,-33.8678,151.2073,NSW,Sydney
1192,-33.8678,151.2073,NSW,Sydney
1193,-33.8678,151.2073,NSW,Sydney
1194,-33.8678,151.2073,NSW,Sydney
1195,-33.8678,151.2073,NSW,Sydney
1196,-33.8678,151.2073,NSW,Sydney
1197,-33.8678,151.2073,NSW,Sydney
1198,-33.8678,151.2073,NSW,Sydney
1199,-33.8678,151.2073,NSW,Sydney
1200,-33.8678,151.2073,NSW,Sydney
1201,-33.8678,151.2073,NSW,Sydney
1202,-33.8678,151.2073,NSW,Sydney
1203,-33.8678,151.2073,NSW,Sydney
1204,-33.8678,151.2073,NSW,Sydney
1205,-33.8678,151.2073,NSW,Sydney
1206,-33.8678,151.2073,NSW,Sydney
1207,-33.8678,151.2073,NSW,Sydney
1208,-33.8787,151.2053,NSW,Haymarket
1209,-33.8691,151.2071,NSW,Australia Square
1210,-33.8707,151.2068,NSW,Australia Square
1211,-33.8707,151.2068,NSW,Australia Square
1212,-33.8707,151.2068,NSW,Australia Square
1213,-33.8707,151.2068,NSW,Australia Square
1214,-33.8707,151.2068,NSW,Australia Square
1215,-33.8707,151.2068,NSW,Australia Square
1216,-33.8707,151.2068,NSW,Grosvenor Place
1217,-33.8707,151.2068,NSW,Grosvenor Place
1218,-33.8707,151.2068,NSW,Grosvenor Place
1219,-33.8707,151.2068,NSW,Grosvenor Place
1220,-33.8707,151.2068,NSW,Grosvenor Place
1221,-33.8707,151.2068,NSW,Royal Exchange
1222,-33.8707,151.2068,NSW,Royal Exchange
1223,-33.8707,151.2068,NSW,Royal Exchange
1224,-33.8707,151.2068,NSW,Royal Exchange
1225,-33.8707,151.2068,NSW,Royal Exchange
1226,-33.8707,151.2068,NSW,Queen Victoria Building
1227,-33.8707,151.2068,NSW,Queen Victoria Building
1228,-33.8707,151.2068,NSW,Queen Victoria Building
1229,-33.8707,151.2068,NSW,Queen Victoria Building
1230,-33.8787,151.2053,NSW,Queen Victoria Building
1231,-33.8787,151.2053,NSW,Sydney South
1232,-33.8787,151.2053,NSW,Sydney South
1233,-33.8787,151.2053,NSW,Sydney South
1234,-33.8787,151.2053,NSW,Sydney South
1235,-33.8787,151.2053,NSW,Sydney South
1236,-33.8787,151.2053,NSW,Haymarket
1237,-33.8787,151.2053,NSW,Haymarket
1238,-33.8787,151.2053,NSW,Haymarket
1239,-33.8787,151.2053,NSW,Haymarket
1240,-33.8787,151.2053,NSW,Haymarket
1291,-33.8678,151.2073,NSW,Sydney
1292,-33.8678,151.2073,NSW,Sydney
1293,-33.8678,151.2073,NSW,Sydney
1294,-33.8678,151.2073,NSW,Sydney
1295,-33.8678,151.2073,NSW,Sydney
1296,-33.8678,151.2073,NSW,Sydney
1297,-33.8678,151.2073,NSW,Sydney
1298,-33.8678,151.2073,NSW,Sydney
1299,-33.8678,151.2073,NSW,Sydney
1300,-33.8794,151.2193,NSW,Darlinghurst
1311,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1312,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1313,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1314,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1315,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1316,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1317,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1318,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1319,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1320,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1321,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1322,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1323,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1324,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1325,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1326,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1327,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1328,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1329,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1330,-33.8693,151.2248,NSW,Eastern Suburbs Mc
1331,-33.8693,151.2248,NSW,Eastern Suburbs Mc
1332,-33.8693,151.2248,NSW,Eastern Suburbs Mc
1333,-33.8693,151.2248,NSW,Eastern Suburbs Mc
1334,-33.8693,151.2248,NSW,Eastern Suburbs Mc
1335,-33.8713,151.222,NSW,Potts Point
1340,-33.875,151.2223,NSW,Kings Cross
1350,-33.8878,151.2368,NSW,Woollahra
1355,-33.8928,151.2472,NSW,Bondi Junction
1360,-33.8778,151.2435,NSW,Double Bay
1363,-33.9014,151.2138,NSW,Moore Park
1391,-33.8784,151.2313,NSW,Eastern Suburbs Mc
1401,-33.9475,151.1522,NSW,Broadway
1416,-33.9475,151.1522,NSW,Southern Suburbs Mc
1419,-33.9475,151.1522,NSW,Southern Suburbs Mc
1420,-33.9475,151.1522,NSW,Strawberry Hills
1421,-33.9475,151.1522,NSW,Strawberry Hills
1422,-33.9475,151.1522,NSW,Strawberry Hills
1423,-33.9475,151.1522,NSW,Strawberry Hills
1424,-33.9475,151.1522,NSW,Strawberry Hills
1425,-33.9475,151.1522,NSW,Strawberry Hills
1426,-33.9475,151.1522,NSW,Strawberry Hills
1427,-33.9475,151.1522,NSW,Strawberry Hills
1428,-33.9475,151.1522,NSW,Strawberry Hills
1429,-33.9475,151.1522,NSW,Strawberry Hills
1430,-33.8956,151.1924,NSW,Eveleigh
1435,-33.9022,151.2004,NSW,Alexandria
1440,-33.9167,151.2,NSW,Waterloo
1445,-33.9167,151.2,NSW,Rosebery
1450,-33.8897,151.1764,NSW,Camperdown
1455,-33.946,151.1959,NSW,Botany
1460,-33.926,151.1935,NSW,Mascot
1465,-33.9202,151.2224,NSW,Kensington
1466,-33.925,151.2083,NSW,Unsw Sydney
1470,-33.8524,151.1549,NSW,Drummoyne
1475,-33.9032,151.1518,NSW,Marrickville
1480,-33.9393,151.0993,NSW,Kingsgrove
1481,-33.9687,151.1109,NSW,Hurstville Bc
1484,-33.9687,151.1109,NSW,Kingsgrove DC
1485,-33.9833,151.1167,NSW,Kogarah
1487,-33.9833,151.1167,NSW,Kogarah
1490,-34.0386,151.1001,NSW,Miranda
1493,-33.9799,151.0903,NSW,Hurstville
1495,-34.0473,151.1205,NSW,Caringbah
1499,-34.031,151.0553,NSW,Sutherland
1515,-33.794,151.1649,NSW,West Chatswood
1560,-33.8094,151.2222,NSW,Northbridge
1565,-33.846,151.2119,NSW,Milsons Point
1570,-33.8167,151.1833,NSW,Artarmon
1582,-33.8265,151.2019,NSW,Crows Nest
1585,-33.8265,151.2019,NSW,Crows Nest
1590,-33.8234,151.1984,NSW,St Leonards
1595,-33.8157,151.1668,NSW,Lane Cove
1597,-33.8157,151.1668,NSW,Lane Cove
1602,-33.7554,151.1998,NSW,Lane Cove DC
1630,-33.7024,151.0993,NSW,Hornsby
1635,-33.7,151.1,NSW,Hornsby Westfield
1639,-33.7482,151.2232,NSW,Frenchs Forest
1640,-33.7482,151.2232,NSW,Frenchs Forest
1655,-33.798,151.2883,NSW,Manly
1658,-33.6776,151.3031,NSW,Mona Vale
1660,-33.6776,151.3031,NSW,Mona Vale
1670,-33.8151,151.1288,NSW,North Ryde Bc
1671,-33.7968,151.1244,NSW,North Ryde
1675,-33.8333,151.1333,NSW,Gladesville
1680,-33.8188,151.1062,NSW,Ryde
1685,-33.8054,151.0739,NSW,West Ryde
1690,-33.7554,151.1998,NSW,Northern Suburbs Mc
1691,-33.7554,151.1998,NSW,Northern Suburbs Mc
1692,-33.7554,151.1998,NSW,Northern Suburbs Mc
1693,-33.7554,151.1998,NSW,Northern Suburbs Mc
1694,-33.7554,151.1998,NSW,Northern Suburbs Mc
1695,-33.7554,151.1998,NSW,Northern Suburbs Mc
1696,-33.7554,151.1998,NSW,Northern Suburbs Mc
1697,-33.7554,151.1998,NSW,Northern Suburbs Mc
1698,-33.7554,151.1998,NSW,Northern Suburbs Mc
1699,-33.7554,151.1998,NSW,Northern Suburbs Mc
1700,-33.8148,151.0547,NSW,Ermington
1701,-33.7613,151.0294,NSW,Rydalmere Bc
1710,-33.7727,151.0818,NSW,Epping
1712,-33.7727,151.0818,NSW,Epping
1715,-33.7378,151.0722,NSW,Pennant Hills
1730,-33.7833,150.9333,NSW,Seven Hills
1740,-33.7613,151.0294,NSW,Parramatta
1741,-33.7613,151.0294,NSW,Parramatta
1750,-33.7935,151.0012,NSW,North Parramatta
1755,-33.7588,150.9929,NSW,Baulkham Hills
1765,-33.7333,151.0,NSW,Castle Hill
1771,-33.7378,151.0722,NSW,Pennant Hills
1781,-33.7613,151.0294,NSW,Seven Hills Mc
1790,-33.7613,151.0294,NSW,St Marys
1797,-33.7613,151.0294,NSW,Penrith South DC
1800,-33.8883,151.1227,NSW,Ashfield
1805,-33.8833,151.1,NSW,Burwood
1811,-33.8334,151.0473,NSW,Silverwater
1825,-33.8644,151.0397,NSW,Lidcombe
1826,-33.8644,151.0397,NSW,Lidcombe
1830,-33.8333,151.0167,NSW,Granville
1831,-33.8333,151.0167,NSW,Granville
1835,-33.85,151.0333,NSW,Auburn
1848,-33.8643,150.9839,NSW,Guildford
1851,-33.8872,151.0086,NSW,Wetherill Park Dc
1860,-33.8667,150.95,NSW,Fairfield
1871,-33.9,150.9333,NSW,Liverpool
1875,-33.9425,150.9377,NSW,Moorebank
1885,-33.9167,151.0333,NSW,Bankstown
1888,-33.9167,151.0333,NSW,Bankstown
1890,-34.0,150.8667,NSW,Ingleburn
1891,-33.9393,150.9815,NSW,Milperra
1900,-33.8816,150.9844,NSW,Leightonfield Mc
1902,-33.8816,150.9844,NSW,Leightonfield Mc
2000,-33.8645875,151.2052375,NSW,Sydney
2001,-33.8678,151.2073,NSW,Sydney
2002,-33.8699,151.2025,NSW,World Square
2004,-33.8699,151.2025,NSW,Alexandria Mc
2006,-33.8699,151.2025,NSW,The University Of Sydney
2007,-33.87355,151.19985,NSW,Broadway
2008,-33.88885,151.19650000000001,NSW,Darlington
2009,-33.8698,151.194,NSW,Pyrmont
2010,-33.88155,151.21605,NSW,Darlinghurst
2011,-33.872659999999996,151.22382,NSW,Kings Cross
2012,-33.9032,150.9677,NSW,Strawberry Hills
2015,-33.9031,151.19773333333333,NSW,Eveleigh
2016,-33.8928,151.2041,NSW,Redfern
2017,-33.912099999999995,151.2043,NSW,Waterloo
2018,-33.924350000000004,151.20605,NSW,Rosebery
2019,-33.9513,151.20274999999998,NSW,Botany
2020,-33.934666666666665,151.18863333333334,NSW,Sydney International Airport
2021,-33.8945,151.2263,NSW,Paddington
2022,-33.896150000000006,151.2472,NSW,Queens Park
2023,-33.879,151.251,NSW,Bellevue Hill
2024,-33.89985,151.25785000000002,NSW,Bronte
2025,-33.8878,151.2368,NSW,Woollahra
2026,-33.89188,151.26586,NSW,Tamarama
2027,-33.87235,151.245825,NSW,Darling Point
2028,-33.8778,151.2435,NSW,Double Bay
2029,-33.8688,151.2706,NSW,Rose Bay
2030,-33.85798,151.27998,NSW,Vaucluse
2031,-33.919175,151.242425,NSW,Clovelly
2032,-33.928650000000005,151.2304,NSW,Kingsford
2033,-33.9202,151.2224,NSW,Kensington
2034,-33.9205,151.2552,NSW,South Coogee
2035,-33.9453,151.22356666666667,NSW,Maroubra
2036,-33.966455555555555,151.2342888888889,NSW,Phillip Bay
2037,-33.8801,151.18215,NSW,Glebe
2038,-33.8833,151.1667,NSW,Annandale
2039,-33.8614,151.1705,NSW,Rozelle
2040,-33.8792,151.16075,NSW,Lilyfield
2041,-33.8545,151.18616666666665,NSW,Balmain
2042,-32.315799999999996,151.48875,NSW,Newtown
2043,-33.9025,151.1858,NSW,Erskineville
2044,-33.9189,151.1705,NSW,St Peters
2045,-33.8833,151.2,NSW,Haberfield
2046,-33.857142857142854,151.1367857142857,NSW,Russell Lea
2047,-33.8524,151.1549,NSW,Drummoyne
2048,-33.88695,151.16325,NSW,Westgate
2049,-33.895466666666664,151.15286666666665,NSW,Petersham North
2050,-33.88945,151.17675,NSW,Missenden Road
2052,-33.8427,151.1936,NSW,Unsw Sydney
2055,-33.839,151.2072,NSW,North Sydney
2057,-33.8,151.1833,NSW,Chatswood
2058,-33.8427,151.1936,NSW,Northern Suburbs Mc
2059,-33.839,151.2072,NSW,North Sydney
2060,-33.838885714285716,151.20338571428573,NSW,Hmas Waterhen
2061,-33.84735,151.21405,NSW,Milsons Point
2062,-33.8213,151.2161,NSW,Cammeray
2063,-33.8094,151.2222,NSW,Northbridge
2064,-33.8167,151.1833,NSW,Artarmon
2065,-33.82541428571428,151.19322857142856,NSW,Greenwich
2066,-33.82112857142857,151.1630857142857,NSW,Northwood
2067,-33.797,151.1741,NSW,Chatswood West
2068,-33.80016666666666,151.2105,NSW,Willoughby East
2069,-33.78276666666667,151.19643333333332,NSW,Castle Cove
2070,-33.7755,151.1745,NSW,East Lindfield
2071,-33.7607,151.17180000000002,NSW,Killara
2072,-33.7553,151.1512,NSW,Gordon
2073,-33.7553,151.1376,NSW,West Pymble
2074,-33.731175,151.127,NSW,South Turramurra
2075,-33.71235,151.16770000000002,NSW,St Ives Chase
2076,-33.71893333333333,151.1128,NSW,Wahroonga
2077,-33.691975,151.099225,NSW,Waitara
2079,-33.6833,151.1167,NSW,Mount Colah
2080,-33.642,151.1287,NSW,Mount Kuring-Gai
2081,-33.6082,151.15975,NSW,Berowra
2082,-33.59856666666667,151.12866666666665,NSW,Berowra Creek
2083,-33.524342857142855,151.20317142857144,NSW,Cogra Bay
2084,-33.657833333333336,151.21096666666668,NSW,Duffys Forest
2085,-33.73326666666667,151.21436666666668,NSW,Belrose West
2086,-33.7482,151.2232,NSW,Frenchs Forest East
2087,-33.7706,151.2143,NSW,Killarney Heights
2088,-33.83405,151.2422,NSW,Mosman
2089,-33.83866666666666,151.21946666666668,NSW,Kurraba Point
2090,-33.834833333333336,151.22683333333333,NSW,Cremorne Junction
2091,-33.7787,151.2745,NSW,Hmas Penguin
2092,-33.8014,151.2398,NSW,Seaforth
2093,-33.7944,151.25916,NSW,Balgowlah Heights
2094,-33.7957,151.2735,NSW,Fairlight
2095,-33.798,151.2883,NSW,Manly
2096,-33.777275,151.283525,NSW,Curl Curl
2097,-33.730175,151.292,NSW,Collaroy Beach
2099,-33.748059999999995,151.28209999999999,NSW,Wingala
2100,-33.7609,151.2574857142857,NSW,Brookvale
2101,-33.702075,151.284175,NSW,Elanora Heights
2102,-33.683949999999996,151.29444999999998,NSW,Warriewood
2103,-33.6776,151.3031,NSW,Mona Vale
2104,-33.6598,151.2988,NSW,Bayview
2105,-33.6398,151.28458333333333,NSW,Church Point
2106,-33.65605,151.3184,NSW,Newport
2107,-33.633385714285716,151.3228142857143,NSW,Clareville
2108,-33.6009,151.29612,NSW,Great Mackerel Beach
2109,-33.7716,151.1138,NSW,Macquarie University
2110,-33.83725,151.15765,NSW,Hunters Hill
2111,-33.83582857142857,151.13151428571427,NSW,Henley
2112,-33.813633333333335,151.1033,NSW,Ryde
2113,-33.792899999999996,151.1256,NSW,Macquarie Centre
2114,-33.807159999999996,151.08026,NSW,Meadowbank
2115,-33.8148,151.0547,NSW,Ermington
2116,-33.8145,151.0375,NSW,Rydalmere
2117,-33.795725,151.03805,NSW,Dundas
2118,-33.777525,151.03742499999998,NSW,Carlingford
2119,-33.7519,151.0649,NSW,Beecroft
2120,-33.7273,151.07420000000002,NSW,Pennant Hills
2121,-33.76605,151.08715,NSW,Epping
2122,-33.784800000000004,151.09315,NSW,Marsfield
2123,-33.8167,151.0,NSW,Parramatta
2124,-33.8167,151.0,NSW,Parramatta
2125,-33.7457,151.0476,NSW,West Pennant Hills
2126,-33.722,151.0461,NSW,Cherrybrook
2127,-33.844525000000004,151.07274999999998,NSW,Sydney Olympic Park
2128,-33.8334,151.0473,NSW,Silverwater
2129,-33.7838,151.0564,NSW,Sydney Markets
2130,-33.8915,151.1382,NSW,Summer Hill
2131,-33.8883,151.1227,NSW,Ashfield
2132,-33.8833,151.1167,NSW,Croydon
2133,-33.8972,151.1032,NSW,Enfield South
2134,-33.8833,151.1,NSW,Burwood North
2135,-33.881,151.0799,NSW,Strathfield
2136,-33.8829,151.09606666666664,NSW,Strathfield South
2137,-33.84728,151.10586,NSW,Mortlake
2138,-33.83853333333334,151.08606666666665,NSW,Concord West
2139,-33.8657,151.1042,NSW,Concord Repatriation Hospital
2140,-33.86533333333333,151.08596666666668,NSW,Homebush
2141,-33.869975000000004,151.04425,NSW,Rookwood
2142,-33.829457142857144,151.01011428571428,NSW,Camellia
2143,-33.88963333333333,151.0237,NSW,Birrong
2144,-33.85,151.0333,NSW,Auburn
2145,-33.81078888888889,150.96126666666666,NSW,Wentworthville
2146,-33.786899999999996,150.95839999999998,NSW,Toongabbie East
2147,-33.765675,150.9341,NSW,Lalor Park
2148,-33.77657142857142,150.89887142857143,NSW,Prospect
2150,-33.820766666666664,151.00706666666667,NSW,Parramatta
2151,-33.782849999999996,151.00920000000002,NSW,North Parramatta
2152,-33.7833,150.9833,NSW,Northmead
2153,-33.758833333333335,150.976,NSW,Winston Hills
2154,-33.7333,151.0,NSW,Castle Hill
2155,-33.695675,150.9333,NSW,Rouse Hill
2156,-33.670966666666665,150.9842,NSW,Annangrove
2157,-33.550666666666665,151.0298,NSW,Glenorie
2158,-33.668800000000005,151.0237,NSW,Round Corner
2159,-33.6213,151.05545,NSW,Galston
2160,-33.833,150.9762,NSW,Merrylands
2161,-33.860675,150.9776,NSW,Guildford
2162,-33.88335,151.005,NSW,Chester Hill
2163,-33.8877,150.96793333333332,NSW,Lansdowne
2164,-33.850225,150.92785,NSW,Smithfield West
2165,-33.8668,150.944275,NSW,Fairfield West
2166,-33.892939999999996,150.93618,NSW,Canley Vale
2167,-33.9667,150.9,NSW,Glenfield
2168,-33.915025,150.8832125,NSW,Green Valley
2170,-33.924508333333335,150.920875,NSW,Casula
2171,-33.9220375,150.8489875,NSW,Hoxton Park
2172,-34.330466666666666,150.6072,NSW,Sandy Point
2173,-33.96885,150.9556,NSW,Holsworthy
2174,-33.9569,150.8613,NSW,Edmondson Park
2175,-33.8432,150.8489,NSW,Horsley Park
2176,-33.87238571428571,150.89025714285714,NSW,Bossley Park
2177,-33.892399999999995,150.8795,NSW,Bonnyrigg Heights
2178,-33.871766666666666,150.81316666666666,NSW,Kemps Creek
2179,-33.9486,150.80239999999998,NSW,Austral
2190,-33.90593333333333,151.0513,NSW,Mount Lewis
2191,-33.9035,151.0847,NSW,Belfield
2192,-33.919,151.0894,NSW,Belmore
2193,-33.906533333333336,151.1223,NSW,Hurlstone Park
2194,-33.9125,151.1028,NSW,Campsie
2195,-33.921949999999995,151.07164999999998,NSW,Wiley Park
2196,-33.93105,151.06215,NSW,Roselands
2197,-33.8986,150.9954,NSW,Bass Hill
2198,-33.9088,150.9885,NSW,Georges Hall
2199,-33.903499999999994,151.02115,NSW,Yagoona
2200,-33.920942857142855,151.02627142857142,NSW,Condell Park
2203,-33.9041,151.1394,NSW,Dulwich Hill
2204,-33.90586666666667,151.1531,NSW,Marrickville Metro
2205,-33.932633333333335,151.1475,NSW,Turrella
2206,-33.9393,151.10053333333335,NSW,Earlwood
2207,-33.94144,151.12194,NSW,Bexley South
2208,-33.9362,151.1052,NSW,Kingsway West
2209,-33.94725,151.0745,NSW,Beverly Hills
2210,-33.967575,151.049675,NSW,Peakhurst
2211,-33.962149999999994,151.0359,NSW,Padstow Heights
2212,-33.95563333333334,151.01663333333332,NSW,Revesby Heights
2213,-33.967000000000006,150.9924,NSW,Panania
2214,-33.9393,150.9815,NSW,Milperra
